KM INTERIOR WORK PTE LTD,,,,,,,780,,,,CODED BY SHR,,,,,,,,,,,,,,,,,,,,,
Project Name List Year 2011 - Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Free of Charge,,No KM Worker. Outsourcing from Sub Con,ON GONING,SUPPLY (SALES) MATERIAL / LABOUR ONLY,,,100% BILLED,,,,,,,,,,,,,,,,,,,,
655,12718 M,,,,SCA DESIGN PTE LTD,NORMAN,MAPLE TREE BUSINEES CITY @ MBFC ,,,,,,,,,,,,,,MD,,,,,12718,M,1,,,,
656,12719 S,,,,KINGSMEN PROJECTS PTE LTD,,A & A WORK - FOREVER 21 @ 313 SOMERSET ,18.07.12,WILLIAM,,,18.07.12,18.07.12,18.07.12,,,,,,,MD,,,,,12719,S,1,,,,
657,12720 C,,,,ACME ASSOCIATES PTE LTD,ELSON ONG,1 NET SINGAPORE PTE LTD OFFICE @ 750E CHAI CHEE RD. TECHNOPARK # 05-05,20.07.12,CALVIN TAN HEE CHYE (PM00014),,,25.08.12,31.08.12,,,,,,,,MD,,,,,12720,C,1,,,,
658,12721 U,,,,TMS DESIGN (S) PTE LTD,THOM HO,HOUSE OF CHAMPION @ BLK 3023 UBIPLEX 1 # 06-16,17.07.12,CALVIN TAN HEE CHYE (PM00014),,,22.07.12,21.07.12,21.07.12,,,,,,,MD,,,,,12721,U,1,2,,,
659,12722 T,,,,KINGSMEN PROJECTS PTE LTD,ROGER WANG,DVF @ TAKASHIMAYA LEVEL 2,23.07.12,EUE YONG CHUN,,,,02.08.12,02.08.12,,,,,,,PD,,,,,12722,T,1,,,,
660,12723 I,,,,TMS DESIGN (S) PTE LTD,YAP WEE LIP ,M)PHOSIS @ ION ORCHARD # B3 - 65,14.07.12,EUE YONG CHUN,,,14.07.12,14.07.12,14.07.12,,,,,,,MD,,,,,12723,I,1,,,,
661,12724 I,,,,TMS DESIGN (S) PTE LTD,YAP WEE LIP,PRECIOUS THOTS @ ION ORCHARD # B3 - 15,15.07.12,EUE YONG CHUN,,,15.07.12,15.07.12,15.07.12,,,,,,,MD,,,,,12724,I,1,,,,
662,12725 I,,,,TMS DESIGN (S) PTE LTD,ANDY YEO,ALDO @  ION ORCHARD # B2-02,17.07.12,EUE YONG CHUN,,,17.07.12,17.07.12,17.07.12,,,,,,,MD,,,,,12725,I,1,,,,
663,12726 O,,,,INTERSPACE PTE LTD,DON TAN,JAPAN GREEN HOSPITAL @ 290 ORCHARD RD. PARAGON # 10-01/06,28.07.12,AFSAR,,,,,,,,,,,,MD,,,,,12726,O,1,,,,
664,12727 R,,,,TMS DESIGN (S) PTE LTD,MR YOW,PRECIOUS THOTS @ RAFFLES CITY  # 03- 17 / 18 / 19 ,08.08.12,EUE YONG CHUN,,,17.08.12,17.08.12,17.08.12,,,,,,,MD,,,,,12727,R,1,,,,
665,12728 N,,,,KINGSMEN PROJECTS PTE LTD,NOVENI,CHANEL @ NGEE ANN CITY LEVEL 2 (HOARDING WORKS),24.07.12,WILLIAM,,07.09.12,,14.10.12,14.10.12,,,,,,,MD,,,,,12728,N,1,,,,
666,12729 S,,,,TMS DESIGN (S) PTE LTD,MR YOW,SASA @ SUN PLAZA # 01-31 (HOARDING WORKS),12.08.12,LIM TECK SENG,RITHOY,,15.08.12,15.08.12,15.08.12,,,,,,,MD,,,,,12729,S,1,,,,
667,12730 T,,,,TMS DESIGN (S) PTE LTD,DEREK YOW,KIDSTYLE @ TAKASHIMAYA # 03-57 / 58,25.07.12,EUE YONG CHUN,,,,26.07.12,26.07.12,,,,,,,MD,,,,,12730,T,1,,,,
668,12731 T,,,,KINGSMEN PROJECTS PTE LTD,JAMES TAN,A & A WORKS - PERFUMES & COSMETICS (P & C) @ DUTY FREE  TERMINAL 2 DEAPRTURE SOUTH,02.08.12,LIM TECK SENG,RITHOY,,,02.08.12,02.08.12,,,,,,,MD,,,,,12731,T,1,,,,
669,12732 H,,,,KINGSMEN PROJECTS PTE LTD,AUBREY TAY,CSTS MEZZANINE @ BLK 22 HOME TEAM ACADEMY CHUA CHU KANG LEVEL 1 & 2,14.08.12,LIM TECK SENG,RITHOY,,,14.08.12,14.08.12,,,,,,,MD,,,,,12732,H,1,,,,
670,12733 V,,,,KINGSMEN PROJECTS PTE LTD,NATHAN WEN,COACH @ VIVO CITY  # 01-195/196,24.09.12,WILLIAM,,,24.10.12,25.10.12,25.10.12,,,,,,,MD,,,,,12733,V,1,,,,
671,12734 A,,,,INTERSPACE PTE LTD,KM CHONG,ALLIANZ @ 9TH STOREY,27.07.12,EUE YONG CHUN,,,,28.07.12,28.07.12,,,,,,,MD,,,,,12734,A,1,,,,
672,12735 U,,,,ILLUM NEON SIGNCRAFTS PTE.LTD,,COURTS @ UPPER BUKIT TIMAH (CONSTRUCTION OF PILE CAP),23.07.12,CHIAN SHEN LOON,,,,31.07.12,31.07.12,,,,,,,MD,,,,,12735,U,1,,,,
673,12736 O,,,,PRIME STRUCTURES ENGINEERING PTE LTD,JOO LIM,TANGS PLAZA (CK TANG) @ ORCHARD RD. (HOARIDNG WORKS),15.07.12,Rithoy,,,,21.01.2013,,,,,,,,MD,,,,,12736,O,1,,,,
674,12737 C,,,,TMS DESIGN (S) PTE LTD,THOM HO,GASSAN @ CHANGI AIRPORT TERMINAL 3 - A1,05.07.12,EUE YONG CHUN,,,,07.07.12,07.07.12,,,,,,,MD,,,,,12737,C,1,,,,
675,12738 S,,,,TMS DESIGN (S) PTE LTD,ANDY YEO,ADORE @ SUNTEC CITY # 02-099/101,08.08.12,EUE YONG CHUN,,,,08.08.12,08.08.12,,,,,,,MD,,,,,12738,S,1,,,,
676,12739 J,,,,TMS DESIGN (S) PTE LTD,THOM HO,M)PHOSIS @ JURONG POINT (SHOFRONT CEILING - NIGHT WORK),01.08.12,EUE YONG CHUN,,,,01.08.12,01.08.12,01.08.12,Chun,,01.08.12,Chun,,MD,,,,,12739,J,1,2,,,
677,12740 P,,,,INTERSPACE PTE LTD,DON TAN,KAJIMA SHOWROOM @ PARKWAY PARADE UNIT # 19-01 & # 19-08,23.08.12,CHIAN SHEN LOON,LIM,,21.09.12,20.09.12,20.09.12,,,,,,,MD,,,,,12740,P,1,,,,
678,12741 C,,,,KINGSMEN CREATIVES LTD,SOH XUAN HONG,OCBC CENTRE @ 65 CHULIA ST.,22.08.12,LIM TECK SENG,,,,28.10.12,29.10.12,,,,,,,MD,,,,,12741,C,1,2,,,
679,12742 S,,,,KINGSMEN PROJECTS PTE LTD,LIM HUI XIAN,OWL CAFÉ @ STAR VISTA # 02-10,30.08.12,YAP CHIN HONG,SAM,,,02.09.12,02.09.12,,,,,,,PD,,,,,12742,S,1,,,,
680,12743 S,,,,KINGSMEN EXHIBITS PTE LTD,SUSAN SIM,FORMULA 1 SINGAPORE GRAND PRIX (F1) COMMENTARY BOOTHS @ TURN 23 GROUND & 2ND FLR.,15.08.12,LIM TECK SENG,RITHOY,,,29.08.12,29.08.12,,,,,,,MD,,,,,12743,S,1,,,,
681,12744 J,,,,TMS DESIGN (S) PTE LTD,DEREK YOW,SASA @ MARINA SQUARE # 02 - 200,06.08.12,EUE YONG CHUN,,,,06.08.12,06.08.12,,,,,,,MD,,,,,12744,J,1,,,,
682,12745 C,,,,INTERSPACE PTE LTD,KM CHONG,SMBC NEW OFFICE @ CENTENNIAL TOWER LEVEL 04 (DISMANTLING OF PARTITION),03.08.12,EUE YONG CHUN,,,,03.08.12,03.08.12,,,,,,,MD,,,,,12745,C,1,,,,
683,12746 A,,,,KINGSMEN PROJECTS PTE LTD,YAW SOK THENG,SEPHORA  @ THE ATRIUM ORCHARD (C/O OBAYASHI CORP.),27.08.12,LIEW CHEE WEI ,,,,,,,,,,,,PD,,,,,12746,A,1,,,,
684,12747 T,,,,PRECISE INTERNATIONAL PTE LTD,TAY YEOK TZE,DORMITORY @ TUAS SOUTH AVE 12 ,02.08.12,YAP CHIN HONG,,,,24.08.12,24.08.12,,,,,,,PD,,,,,12747,T,1,,,,
685,12748 I,,,,KINGSMEN PROJECTS PTE LTD,LOUIS,STEVE MADDEN @ ION ORCHARD # B2-24,27.07.12,LIEW CHEE WEI ,,,,11.08.12,11.08.12,,,,,,,PD,,,,,12748,I,1,,,,
686,12749 C,,,,SCA DESIGN PTE LTD,SHIELA,LIBERTY HOUSE @ 51 CLUB ST,04.08.12,LIM TECK SENG,,,16.08.12,05.08.12,05.08.12,,,,,,,MD,,,,,12749,C,1,,,,
687,12750 P,,,,KINGSMEN PROJECTS PTE LTD,HENRY YEO,HOUR GLASS @ PARAGON # 01-25,04.08.12 ,LIEW CHEE WEI ,,,,23.08.12,23.08.12,,,,,,,PD,,,,,12750,P,1,,,,
688,12751 S,,,,KINGSMEN PROJECTS PTE LTD,HENRY YEO,MARBLE SLAB @ STAR VISTA # B1-37,07.08.12,YAP CHIN HONG,, ,,01.09.12,01.09.12,,,,,,,PD,,,,,12751,S,1,,,,
689,12752 A,,,,KINGSMEN PROJECTS PTE LTD,,SOUP SPOON @ THE ATRIUM ORCHARD # 03-21,23.07.12,LIEW CHEE WEI,,,,30.07.12,30.07.12,,,,,,,PD,,,,,12752,A,1,,,,
690,12753 A,,,,TMS DESIGN (S) PTE LTD,ANDY YEO,CELIO @ THE ATRIUM ORCHARD # 03-41,05.09.12,EUE YONG CHUN,RAHMAN,,,22.10.12,22.10.12,,,,,,,MD,,,,,12753,A,1,,,,
691,12754 A,,,,TMS DESIGN (S) PTE LTD,ANDY YEO,TM LEWIN @ THE ATRIUM ORCHARD # 03-75,05.09.12,EUE YONG CHUN,RAHMAN,,,22.10.12,22.10.12,,,,,,,MD,,,,,12754,A,1,,CODED BY SHR,2013.11.18.19.00,
692,12755 I,,,,KINGSMEN PROJECTS PTE LTD,TIN CHIN CHEN,GALLERIES BARTOUX @ ION ORCHARD # 01-13,,LIEW CHEE WEI (CL00027),,,30.11.2012,30.11.2012,30.11.2012,,,,,,,PD,,PROJECT COMPLETED,,,12755,I,1,,,,
693,12756 C,,,,KINGSMEN PROJECTS PTE LTD,,SUSPA COMPART ASIA PTE LTD WAREHOUSE @ CHANGI SOUTH LANE NAN WAH BLDNG . LEVEL 05-04,09.08.12,LIM TECK SENG,,,,13.08.12,13.08.12,,,,,,,MD,,,,,12756,C,1,,,,
694,12757 R,,,,ISG ASIA (S) PTE LTD,CHAN KA FATT,CBRE GLOBAL INVESTOR BUILDING (REINSTATEMENT WORKS) @ 9 RAFFLES PLACE REPUBLIC PLAZA # 23-01,17.08.12,LEONG WOOT KEONG,,,,20.08.12,20.08.12,,,,,,,PD,,,,,12757,R,1,,,,
695,12758 H,,,,ISG ASIA (S) PTE LTD,JOSEPH BALLESTEROS,DSCO HARBOUR FRONT OFFICE @ HARBOURFRONT TOWER 2 LEVEL 4 # 04-02,13.08.12,LEE KOCK HOONG,,,,,,,,,,,,PD,,,,,12758,H,1,2,,,
696,12759 R,,ANGIE   OS00196,PAINTING WORKS               JOINERY WORKS                                        CIVIL WORKS ,RESORT WORLD AT SENTOSA PTE LTD,AH LEONG,A & A WORKS FOR ESPA @ RESORT WORLD SENTOSA PTE LTD (NIGHT WORKS),01.08.12,LEONG WOOT KEONG,,,01.10.12,27.12.12,27.12.12,,,,,,,PD,,,,,12759,R,1,2,,,
697,12760 W,,,,KINGSMEN PROJECTS PTE LTD,HAYDEN TAN,ANYSIS @ WHEELOCK #B1-05,01.09.12,CHIAN SHEN LOON,,,01.10.12,30.09.12,30.09.12,,,,,,,MD,,COMPLETE,,,12760,W,1,,CODED BY SHR,2013.11.16.11.26,
698,12761 B,,,,ISG ASIA (S) PTE LTD,KENJI OOI,"FAIRMONT HOTEL SOUTH TOWER L13,L14&L16,L18-21&SWISS HOTEL L46 REFURBISHMENT WORK @ 80 BRAS BASAH ROAD SINGAPORE 189560",15.08.2012,LEONG WOOT KEONG,,15.08.2012,10.09.2012,10.09.2012,10.09.2012,,,,,,,PD,,PROJECT COMPLETED,,,12761,B,1,1,CODED BY SHR,2014.04.12.12.27,
699,12762 P,,KAREN   OS00236,STRUCTURE WORK,MS. TAN WHYE CHIN (JEN),MS. TAN WHYE CHIN (JEN),31 PEBBLE LANE PROJECT SINGAPORE 437580,17.12.12,ANDREW LIM BEE ANN (PM00009) ,,17.12.12,31.12.2013,31.12.2013,31.12.2013,,,,,,,MD,,PROJECT COMPLETED,RESIDENT HOUSE,,12762,P,1,2,,,
700,12763 R,,,,KINGSMEN PROJECTS PTE LTD,KHARUL,DARK RIDE 3 (NEW YORK N1) @ RESORT WORLD SENTOSA - SUPPLY LABOUR ONLY,16.08.12,LIM TECK SENG,,,,30.10.12,31.10.12,,,,,,,MD,,,,,12763,R,1,,,,
701,12764 S,,,,SCA DESIGN PTE LTD,NORMAN,A & A WORK - RANDSTAD @ SINGAPORE LAND TOWER # 13,11.08.12,EUE YONG CHUN,,,,11.08.12,11.08.12,,,,,,,MD,,,,,12764,S,1,,,,
702,12765 N,,,,INTERSPACE PTE LTD,DON TAN,EMBASSY OF JAPAN(Office) @ NASSIM ROAD,01.09.12,CALVIN TAN HEE CHYE (PM00014),,,,10.09.12,10.09.12,10.03.2012,,Calvin,,,,MD,,,,,12765,N,1,,,,
703,12766 T,,,,TMS DESIGN (S) PTE LTD,THOM HO,TISSOT & SWATCH @ T1 WEST & T3-A1,30.08.12,EUE YONG CHUN,,,,14.09.12,14.09.12,,,,,,,MD,,,,,12766,T,1,,,,
704,12767 S,,,,KINGSMEN PROJECTS PTE LTD,HENRY YEO,COCO @ STAR VISTA # 02-06,07.08.12,YAP CHIN HONG,, ,,01.09.12,01.09.12,,,,,,,PD,,,,,12767,S,1,,,,
705,12768 V,,,,TMS DESIGN (S) PTE LTD,ANDY,ALDO @ VIVO CITY # 01-192,16.08.22,EUE YONG CHUN,,,,29.08.12,29.08.12,,,,,,,MD,,,,,12768,V,1,,,,
706,12769 C,,,,KINGSMEN CREATIVES LTD,JANICE SAM,KINGSMEN CREATIVE CENTRE @ 3 CHANGI SOUTH LANE LEVEL 03,23.08.22,Sheryl (OS 00228),,,,,,,,,,,,MD,,,,,12769,C,1,,,,
707,12770 V,,,,KINGSMEN CREATIVES LTD,SIMON NG,MARKS & SPENCER @ VIVO CITY # 01-46,27.08.12,WILLIAM,,09.07.12,15.11.12,05.11.12,05.11.12,,,,,,,MD,,,,,12770,V,1,,,,
708,12771 N,,,,KINGSMEN CREATIVES LTD,RICHARD ONG / LEWIS SIEW,SEPHORA @ NGEE ANN CITY,23.08.22,LIEW CHEE WEI ,,,,,,,,,,,,PD,,,,,12771,N,1,,,,
709,12772 N,,,,PERMASTEELISA PACIFIC HOLDING LTD,TAN POH YONG,LV @ NGEE ANN CITY ,29.08.22,LIEW CHEE WEI ,,,,30.08.12,30.08.12,,,,,,,PD,,,,,12772,N,1,,,,
710,12773 R,,,,TMS DESIGN (S) PTE LTD,THOM HO,M)PHOSIS @ RAFFLES CITY # 03-33,26.08.12,EUE YONG CHUN,,,,07.09.12,07.09.12,,,,,,,MD,,,,,12773,R,1,2,,,
711,12774 C,,,,INTERSPACE PTE LTD,DON TAN,NOGAWA JAPANESE RESTAURANT @  CONCORD HOTEL ORCHARD ROAD,30.08.12,EUE YONG CHUN,,,,,,,,,,,,MD,,,,,12774,C,1,,,,
712,12775 L,,,,HAK KIAN ENTERPRISES PTE LTD,HEMLA PHIKUL,A & A WORKS - LIANG COURTS (CEILING WORKS),03.09.12,YAP CHIN HONG,,,,15.10.12,15.10.12,,,,,,,PD,,,,,12775,L,1,,,,
713,12776 H,,,,HAK KIAN ENTERPRISES PTE LTD,HEMLA PHIKUL,A & A WORKS - HEARTLAND MALL (CEILING WORKS),03.09.12,YAP CHIN HONG,,,,01.11.12,01.11.12,,,,,,,PD,,,,,12776,H,1,,,,
714,12777 S,,KAREN (OS 00236) ,SPRAY COATING & LANDSCAPING WORK ,KEPPLE DIGIHUB LTD,LIM PEI PING/THOMAS,"KEPPLE DIGIHUB LTD @ 25 SERANGOON NORTH AVENUE 5, SINGAPORE 554914",16.07.2012,KAREN ( OS 00236) ,,16.07.2012,31.05.2013,,,,,,,,,MD,,COMPLETED,,2013.03.19.19.28,12777,S,1,,,,
715,12778 O,,,,JACK FONGHONG ENGINEERING (S) PTE LTD,PAUL SMITH,MANDARIN GALLERY @ 333 ORCHARD ROAD # 01-08,06.09.12,LIEW CHEE WEI ,,,,,,,,,,,,PD,,,,,12778,O,1,,,,
716,12779 S,,,,TMS DESIGN (S) PTE LTD,YOW,SASA @ SUN PLAZA SEMBAWANG # 01-31,12.08.12,LIM TECK SENG,Rithoy,,,14.08.12,14.08.12,,,,,,,MD,,,,,12779,S,1,,,,
717,12780 A,,,,KINGSMEN PROJECTS PTE LTD,,GAP @ ATRIUM ,,LIM TEOW HIN (PM00011),,,30.11.12,,,,,,,,,MD,,,,,12780,A,1,,,,
718,12781 N,,,,KINGSMEN EXHIBITS PTE LTD,LEON LIM,SAMSUNG SALE STORE @ NEX MALL SERANGOON # 04-42,12.09.12,LIM TECK SENG,,,,29.09.12,29.09.12,,,,,,,MD,,,,,12781,N,1,,,,
719,12782 P,,,,KINGSMEN EXHIBITS PTE LTD,LEON LIM,SAMSUNG @ PARKWAY MALL MARINE PARADE ,08.10.12,LIM TECK SENG (PM00010) ,Rithoy,,,24.10.12,24.10.12,,,,,,,MD,,,,,12782,P,1,,,,
720,12783 O,,,,KINGSMEN PROJECTS PTE LTD,KELVIN ONG,HOUR GLASS IN TANGS PLAZA (CK TANG) @ ORCHARD RD. ,21.08.12,LIEW CHEE WEI ,,,,,,,,,,,,PD,,,,,12783,O,1,,,,
721,12784 C,,,,TMS DESIGN (S) PTE LTD,ANDY YEO,ALDO @ CHANGI TERMINAL 2,03.09.12,EUE YONG CHUN,,,,06.09.12,06.09.12,,,,,,,MD,,,,,12784,C,1,,,,
722,12785 M,,,,CRYSTAL CLEAR MANAGEMENT PTE LTD,BRYCE MADSEN,LV @ MBS (HOARDING WORKS),03.09.12,NGUAN (PD),,,,,,,,,,,,PD,,,,,12785,M,1,2,,,
723,12786 R,,,,TMS DESIGN (S) PTE LTD,DEREK YOW,PANDORA @ RAFFLES CITY # 01-37C,10.09.12,EUE YONG CHUN,,,,19.09.12,19.09.12,,,,,,,MD,,,,,12786,R,1,,,,
724,12787 S,,,,TMS DESIGN (S) PTE LTD,ANDY YEO,A & A WORK - PRECIOUS THOTS @ 313 SOMERSET ,04.09.12,EUE YONG CHUN,,,,04.09.12,04.09.12,,,,,,,MD,,,,,12787,S,1,,,,
725,12788 U,,,,KINGSMEN PROJECTS PTE LTD,TIN CHIN CHEN,GAP @ UNITED SQUARE,11.09.12,LEE KOCK HOONG,,,,,,,,,,,,PD,,,,,12788,U,1,,,,
726,12789 S,,,,KINGSMEN PROJECTS PTE LTD,NATHAN,SPOTLIGHT @ PLAZA SINGAPURA,04.09.12,WILLIAM,,,,04.09.12,04.09.12,,,,,,,MD,,,,,12789,S,1,,,,
727,12790 I,,,,KINGSMEN PROJECTS PTE LTD,JAMES TAN,"H & M @ ION,ORCHARD SINGAPORE BASEMENT LEVEL ,B2&LV1",01.09.12,CHIAN SHEN LOON,SENG,,,14.11.12,14.11.12,07.03.13,,IBRAHIM,,,,MD,,COMPLETE,,,12790,I,1,,,,
728,12791 T,,,,KINGSMEN PROJECTS PTE LTD,HAYDEN TAN,LORO PIANA @ CHANGI AIRPORT TERMINAL 2,01.10.12,,,,,,,,,,,,,MD,,,,,12791,T,1,,,,
729,12792 N,,,,SHIMIZU CORPORATION,CARLA MERIN,SITE OFFICE @ NASSIM HILL,10.09.12,YAP CHIN HONG,,,,18.10.12,18.10.12,,,,,,,PD,,,,,12792,N,1,,,,
730,12793 C,,,,ISG ASIA (S) PTE LTD,CALVIN LIM,SINGAPORE GENERAL HOSPITAL (SGH) @ CAMDEN MEDICAL CENTRE,07.09.12,AYE KO,LEE KOCK HOONG,,24.12.12,,,,,,,,,PD,,,,,12793,C,1,1,,,
731,12794 K,,,,PROELECT M & E PTE LTD,TAN LEE HONG,WAREHOUSE @ 76 KAKI BUKIT INDUSTRIAL TERRACE SINGAPORE 416156,10.09.12,BOSS (MD),,,,,,,,,,,,MD,,,,,12794,K,1,2,,,
732,12795 A,,,,KINGSMEN PROJECTS PTE LTD,JERRY TOH,GAP @ THE ATRIUM # 01-67 & # 03 65-69,06.09.12,LEE KOCK HOONG,,,,,,,,,,,,PD,,,,,12795,A,1,,,,
733,12796 P,,,,TMS DESIGN (S) PTE LTD,THOM HO,SASA OFFICE @ PACIFIC TECH CENTRE NO JALAN KILANG LEVEL 06-02,14.09.12,CALVIN TAN HEE CHYE (PM00014),EUE YONG CHUN,,16.09.12,31.10.12,31.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12796,P,1,2,CODED BY SHR,2014.03.24.18.10,
734,12797 R,,ANGIE   OS00196,,DECO-BASE ENTERPRISE PTE LTD,JEFEREY TAN,SOFITEL @ 35 ROBINSON ROAD.,01.12.2012,LEONG WOOT KEONG  (PM00008),,01.12.2012,31.5.2014,,,,,,,,,PD,CODED BY SHR,ON GOING,,2013.11.04.20.09,12797,R,1,1,CODED BY SHR,2014.02.24.15.53,
735,12798 F,,ANGIE   OS00196,-,SHANGHAI CHONG KEE FURNITURE & CONSTRUCTION PTE LTD,,CONNEXION (HOSPITAL) @ FARRAR PARK ,17.09.2012,YAP CHIN HONG,,17.09.2012,31.03.2014,,,,,,,,,PD,CODED BY OHN,ON GOING,,2013.08.28.18.14,12798,F,1,1,,,
736,12799 C,,,,KINGSMEN PROJECTS PTE LTD,JOANNA,"A & A  WORK FOR KINGSMEN HEAD OFFICE @ 3 CHANGI SOUTH LANE, ADMIN DEPT LEVEL 3 (NIGHT WORK)",20.09.12,LIM TECK SENG,,,,04.10.12,05.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12799,C,1,,,,
737,12800 A,,SHERYL  OS00228,1) DEMOLITION 2) CEILLING WORK 3) PARTITION 4) PAINTING WORKS,M MOSER ASSOCIATES (S) PTE LTD,JONG THIEN SEN,HEWLETT PACKARD @ ALEXANDRA TECHNOPARK TOWER B LEVEL 1 & 4,20.09.12,EUE YONG CHUN (PM00219),,,07.02.13,,,,,,,,,MD,,,,,12800,A,1,2,,,
738,12801 T,,,,KM INTERIOR WORK PTE LTD,,A&A WORKS FOR RESDIENTIAL HOME OF MR STEPHEN LEE @ TOA PAYOH,22.09.12,,,,,,,,,,,,,PD,,,,,12801,T,1,,CODED BY SHR,2013.11.18.14.34,
739,12802 A,,SHERYL  OS00228,CEILING WORK & PAINTING WORK,TMS DESIGN (S) PTE LTD,THOM HO,"MOMENTUM @ 100 AM SHOPPING MALL #02-06,07&08",24.09.12,EUE YONG CHUN,,24.09.12,31.12.2013,24.10.2012,26.10.2012,,,,,,,MD,,PROJECT COMPLETED,,,12802,A,1,2,,,
740,12803 A,,SHERYL  OS00228,1) CEILING WORK 2) PAINTING WORK 3) PATCHING & PAINTING TO CEILING WORK,TMS DESIGN (S) PTE LTD,ANDY YEO,SASA @ 100 AM SHOPPING MALL #02-13,27.09.12,EUE YONG CHUN,,27.09.12,01.11.11,01.11.12,01.11.12,,,,,,,MD,,PROJECT COMPLETED,,,12803,A,1,,,,
741,12804 M,,SHERYL  OS00228,1) DEMOLITION2) CEILLING WORK                       3) PARTITION  4) PAINTING WORKS,INTERSPACE PTE LTD,DON TAN,"KAJIMA OVERSEAS ASIA PTE LTD KOA) OFFICE OF SHOWNROOM RENOVATION @ 80 MARINA PARADE ROAD,#19-01 SINGAPORE ",28.09.12,CALVIN TAN HEE CHYE (PM00014),,28.09.12,,31.10.12,31.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12804,M,1,,,,
742,12805 R,,SHERYL  OS00228,-,INTERSPACE PTE LTD,DON TAN,MITSUI & CO.(ASIA PACIFIC)PTE LTD (MAP) @ 80 ROBINSON ROAD LEVEL 22 (PARTITION CEILING WORK),29.09.12,KIANG ,,29.09.12,29.11.2012,30.11.2012,,,,,,,,MD,,PROJECT COMPLETED,,2013.03.19.19.31,12805,R,1,,,,
743,12806 K,,SHERYL  OS00228,PAINTING WORKS,TMS DESIGN (S) PTE LTD ,YAP WEE LIP,"KAMALA JEWELLERS @ KERBAU RD,#01-03/04",26.09.12,EUE YONG CHUN,,26.09.12,,19.10.12,19.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12806,K,1,2,,,
744,12807 C,,SHERYL  OS00228,CEILING WORK & PAINTING WORK,KINGSMEN PROJECTS PTE LTD,JACKSON ANG,BOTTEGA VENETA & LOTTE DUTY FREE @ CHANGI AIRPORT TERMINAL 1,03.10.12,WILLIAM NG (PM00012),,03.10.12,17.10.12,19.10.12,19.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12807,C,1,,,,
745,12808 G,,ANGIE   OS00196,,TMPIN CONTRACTOR ,,CONVERSION OF EXISTING FACTORY TO DORMITORY @ 9 GUL STREET SINGAPORE 629361 TUAS,27.09.12,YAP CHIN HONG,,27.09.12,,06.10.12,06.10.12,,,,,,,PD,,PROJECT COMPLETED,,,12808,G,1,,,,
746,12809 P,,SHERYL  OS00228,,TMS DESIGN (S) PTE LTD ,YAP WEE LIP,SKAGEN @ PARKWAY PARADE #01-48 ,01.10.12,EUE YONG CHUN (PM00219),,01.10.12,,04.10.12,04.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12809,P,1,,,,
747,12810 M,,SHERYL  OS00228,,TMS DESIGN (S) PTE LTD ,YAP WEE LIP,SKAGEN @ MILLENIA WALK,01.10.12,EUE YONG CHUN (PM00219),,01.10.12,,04.10.12,04.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12810,M,1,,,,
748,12811 O,,KAREN   OS00236,,YEW LEE DECORATIONS  PTE LTD,ROY,MUJI @ 2 ORCHARD TURN #B4-16 ION ORCHARD SINGAPORE (238801)   - ACCESS PANEL INSTALLATION (NIGHT WORK),01.10.12,LIM TECK SENG (PM00010) ,,01.10.12,1 day work,02.10.12,02.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12811,O,1,,,,
749,12812 K,,,,CONNICE CHOON ,CONNICE CHOON ,CHAI CHEE KTV @ KAMPONG CHAI CHEE COMMUNITY 200 BEDOK NORTH AVE 1 S(469752),01.10.12,LIM TECK SENG (PM00010) ,,01.10.12,2 day work,07.10.12,07.10.12,,,,,,,MD,,PROJECT COMPLETED,,,12812,K,1,,,,
750,12813 T,,KAREN   OS00236,,  TAT SENG GLASS PTE LTD,ALADDIN,EAST BIEW HOTEL @ 25 MARINE PARADE Singapore 449536,02.10.12,LIM TECK SENG (PM00010) ,,02.10.12,,,,,,,,,,MD,,,,,12813,T,1,,,,
751,12814 N,,SHERYL  OS00228,HOARDING WORK,PERMASTEELISA PACIFIC HOLDING LTD,TAN POH YONG,CHANNEL @ NGEE ANN CITY,02.10.12,LIEW CHEE WEI (CL00027),,02.10.12,15.03.2013,,,,,,,,,PD,,,,,12814,N,1,,,,
752,12815 H,,SHERYL  OS00228,MATERIAL & LABOUR SUPPLY,KINGSMEN VIETNAM CO. LTD,SEBRINA TAN,"CHRISTIAN DIOR @HO CHI MINH CITY (HCMC) VIETNAM (SUPPLY LABOUR TO VIETNAM), 364 CONG HOA ST, UNIT 04.2, E-TOWN TAN BINH DISTRICT, HCMC.",,BOSS (MD),,,,,,,,,,,,MD,,,,,12815,H,1,,,,
